Mês Ano,Área de atuação (Função),Subfunção,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos
mai.-22,20 - Agricultura,127 - Ordenamento territorial,0,0,0,"588.662,26"
mai.-22,24 - Comunicações,846 - Outros encargos especiais,"37.642.550,58","4.283.742,60","4.283.742,60",0
mai.-22,07 - Relações exteriores,212 - Cooperação internacional,"201.083,67","158.806,17","69.579,23","9.609,01"
mai.-22,05 - Defesa nacional,571 - Desenvolvimento científico,"298.987,33","115.258,55","49.144,77","16.906,49"
mai.-22,18 - Gestão ambiental,571 - Desenvolvimento científico,"111.550,44","66.530,51","30.531,71","1.407,25"
mai.-22,26 - Transporte,784 - Transporte hidroviário,"157.313.064,92","1.780.766,02","1.794.821,27","12.125.072,31"
mai.-22,10 - Saúde,846 - Outros encargos especiais,"-3.786.148,11","81.610.416,89","81.610.416,89","25.000,00"
mai.-22,09 - Previdência social,301 - Atenção básica,"5.111.654,54","20.456.156,15","20.277.827,43",0
mai.-22,07 - Relações exteriores,573 - Difusão do conhecimento científico e tecnológico,"301.814,50","717.595,91","717.583,25","11.243,00"
mai.-22,08 - Assistência social,242 - Assistência ao portador de deficiência,"1.005.419,10","2.696.645.426,22","3.421.714.850,41",0
mai.-22,15 - Urbanismo,482 - Habitação urbana,0,0,0,"15.433,30"
mai.-22,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","386.810,75","1.081.953,18","2.271.928,55","67.172,35"
mai.-22,07 - Relações exteriores,691 - Promoção comercial ,"819.757,08","279.444,41","321.190,31","120.371,65"
mai.-22,19 - Ciência e Tecnologia,691 - Promoção comercial ,0,0,0,"3.212.753,51"
mai.-22,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","2.502.640,74","193.754,19","919.967,45","393.474,00"
mai.-22,22 - Indústria,661 - Promoção industrial,"1.856.900,40","1.736.490,75","1.709.573,78","27.931,03"
mai.-22,04 - Administração,123 - Administração financeira,"181.023,65","468.760,96","483.446,74","57.396,34"
mai.-22,21 - Organização agrária,127 - Ordenamento territorial,"4.499.245,85","301.313,92","258.268,42","34.961.637,41"
mai.-22,05 - Defesa nacional,126 - Tecnologia da informação,"6.367.210,35","364.311,44","79.702,75","3.564.913,69"
mai.-22,13 - Cultura,301 - Atenção básica,"-111.007,14","1.905.144,67","1.785.698,19","3.000,85"
mai.-22,02 - Judiciária,032 - Controle externo,"278.536,52","45.419,03","3.200,00","527,28"
mai.-22,20 - Agricultura,301 - Atenção básica,"11.414.760,32","29.409.911,98","31.515.170,31","281.055,17"
mai.-22,05 - Defesa nacional,722 - Telecomunicações,"2.391.428,43","33.987,65","33.987,65","1.188.809,43"
mai.-22,06 - Segurança pública,301 - Atenção básica,"530.617,52","28.877.015,52","29.214.517,34","8.785,36"
mai.-22,22 - Indústria,128 - Formação de recursos humanos,"46.005,00","118.790,83","149.813,81",0
mai.-22,04 - Administração,"391 - Patrimônio histórico, artístico e arqueológico","15.367.618,70","2.145.051,82","1.930.211,58","291.863,75"
mai.-22,10 - Saúde,303 - Suporte profilático e terapêutico,"1.697.430.523,53","1.625.203.989,33","1.632.343.000,97","311.017.277,46"
mai.-22,09 - Previdência social,665 - Normalização e qualidade,"9.314.838,26","8.397.632,03","12.708.869,83",0
mai.-22,20 - Agricultura,606 - Extensão rural,"1.210.877,76","9.249,38","6.019,64","10.073.748,31"
mai.-22,11 - Trabalho,126 - Tecnologia da informação,"98.206.389,67","29.179.222,33","29.179.222,33","282.849,70"
mai.-22,22 - Indústria,665 - Normalização e qualidade,"911.799,61","526.374,87","658.676,09","31.228,01"
mai.-22,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"5.849.329,13","4.716.193,30","3.188.264,34","1.985.942,60"
mai.-22,04 - Administração,092 - Representação judicial e extrajudicial,"1.966.403,26","20.416.742,26","20.448.429,40","5.447,78"
mai.-22,19 - Ciência e Tecnologia,571 - Desenvolvimento científico,"630.612.066,62","439.719.145,03","645.087.794,50","23.756.582,86"
mai.-22,03 - Essencial à justiça,331 - Proteção e benefícios ao trabalhador,0,0,0,0
mai.-22,04 - Administração,127 - Ordenamento territorial,"9.281.746,06","7.300.308,04","7.439.904,62","3.155.718,33"
mai.-22,26 - Transporte,781 - Transporte aéreo,"9.671.358,48","1.384.945,26","869.509,40","5.601.535,29"
mai.-22,18 - Gestão ambiental,543 - Recuperação de áreas degradadas,"501.226,32","341.947,14","282.500,40","18.432,04"
mai.-22,12 - Educação,846 - Outros encargos especiais,"79.237.703,78","621.368.545,65","625.213.803,13",0
mai.-22,26 - Transporte,121 - Planejamento e orçamento,"75.794.617,18","2.474.493,18","2.564.329,38","7.672.056,47"
mai.-22,04 - Administração,846 - Outros encargos especiais,"43.466.551,37","174.008.628,89","166.111.791,70","27.669,81"
mai.-22,22 - Indústria,301 - Atenção básica,"2.995.338,31","4.365.175,70","5.706.883,88","3.020,88"
mai.-22,12 - Educação,847 - Transferências para a educação básica,"2.781.805.866,10","2.767.780.676,61","2.767.780.676,61","18.214.783,00"
mai.-22,21 - Organização agrária,"422 - Direitos individuais, coletivos e difusos","67.180,06","63.870,22","55.114,19",0
mai.-22,10 - Saúde,126 - Tecnologia da informação,"13.197.416,12","20.956.840,40","22.525.195,57","6.017.685,10"
mai.-22,10 - Saúde,511 - Saneamento básico rural,"7.061.766,13","4.209.383,47","3.613.838,61","10.509.471,57"
mai.-22,05 - Defesa nacional,572 - Desenvolvimento tecnológico e engenharia,"78.894.020,37","58.902.653,58","5.124.312,86","6.627.485,07"
mai.-22,14 - Direitos da cidadania,846 - Outros encargos especiais,"160.000,00","6.364.709,89","6.364.709,89",0
mai.-22,04 - Administração,129 - Administração de receitas,0,0,0,"325.257,29"
mai.-22,05 - Defesa nacional,183 - Informação e inteligência,"709.605,05","858.024,11","656.008,10","231.363,96"
mai.-22,27 - Desporto e lazer,811 - Desporto de rendimento,"94.642.883,42","4.424.367,09","4.557.077,95","14.735.877,42"
mai.-22,28 - Encargos especiais,844 - Serviço da dívida externa,"651.178.391,83","651.178.391,83","651.178.391,83",0
mai.-22,25 - Energia,125 - Normatização e fiscalização,"6.620.241,69","4.686.538,70","4.366.727,54","2.131.812,33"
mai.-22,20 - Agricultura,363 - Ensino profissional,"1.620.093,32","951.529,32","762.529,32",0
mai.-22,07 - Relações exteriores,128 - Formação de recursos humanos,"106.396,49","83.495,28","86.116,43",0
mai.-22,12 - Educação,367 - Educação especial,"3.768.983,66","2.029.106,40","2.244.425,27","1.672.757,93"
mai.-22,12 - Educação,331 - Proteção e benefícios ao trabalhador,0,0,0,"2.063,74"
mai.-22,08 - Assistência social,125 - Normatização e fiscalização,"235.833,65","765.323,17","759.804,95",100
mai.-22,04 - Administração,128 - Formação de recursos humanos,"316.124,13","162.110,37","113.558,44","62.142,68"
mai.-22,26 - Transporte,783 - Transporte ferroviário,"219.460.686,54","1.955.381,72","2.020.413,50","49.066.036,60"
mai.-22,05 - Defesa nacional,542 - Controle ambiental,"3.891.571,78","1.160.568,40","1.225.077,01","8.588.658,35"
mai.-22,19 - Ciência e Tecnologia,662 - Produção industrial,"63.495.487,90","11.154.443,35","10.661.059,38","1.067.343,53"
mai.-22,15 - Urbanismo,128 - Formação de recursos humanos,"1.279.495,00","135.201,08","136.861,08","89.252,17"
mai.-22,11 - Trabalho,125 - Normatização e fiscalização,"3.509.623,61","979.201,81","969.463,44","501.270,30"
mai.-22,25 - Energia,301 - Atenção básica,"5.026,64","2.077.638,08","2.164.232,10",0
mai.-22,04 - Administração,662 - Produção industrial,"20.158.411,59","5.711.992,25","5.759.403,50","188.843,77"
mai.-22,10 - Saúde,305 - Vigilância epidemiológica ,"1.147.048.887,03","1.977.934.453,26","1.895.291.905,74","673.669.492,26"
mai.-22,12 - Educação,573 - Difusão do conhecimento científico e tecnológico,"32.844.158,36","120.224.723,40","120.226.104,42","14.514.632,60"
mai.-22,04 - Administração,126 - Tecnologia da informação,"4.521.443,35","140.825.236,58","141.513.891,98","28.763.798,58"
mai.-22,24 - Comunicações,122 - Administração geral,"203.659.828,99","69.925.295,16","75.921.347,56","8.605.827,95"
mai.-22,20 - Agricultura,541 - Preservação e conservação ambiental,"170.069,67","93.084,57","84.787,34","71.223,00"
mai.-22,05 - Defesa nacional,212 - Cooperação internacional,"342.114,88","373.645,87","397.671,89","675.425,49"
mai.-22,24 - Comunicações,125 - Normatização e fiscalização,"3.592.795,00","774.941,98","775.567,65","10.858.315,40"
mai.-22,05 - Defesa nacional,244 - Assistência comunitária,"74.533.445,71","134.071,83","139.536,14","28.696.054,87"
mai.-22,07 - Relações exteriores,122 - Administração geral,"231.545.943,16","137.757.306,31","137.170.817,97","3.569.564,27"
mai.-22,03 - Essencial à justiça,092 - Representação judicial e extrajudicial,"11.151.751,63","31.419.082,04","30.118.675,08","2.268.135,72"
mai.-22,14 - Direitos da cidadania,122 - Administração geral,"37.190.355,16","30.969.032,27","30.740.584,48","2.434.559,45"
mai.-22,19 - Ciência e Tecnologia,122 - Administração geral,"72.267.372,81","143.590.488,31","143.421.597,78","6.198.892,85"
mai.-22,22 - Indústria,122 - Administração geral,"88.906.418,61","81.327.726,00","91.202.929,71","651.613,49"
mai.-22,04 - Administração,124 - Controle interno,"13.634.932,59","7.000.880,91","6.752.963,78","964.370,68"
mai.-22,21 - Organização agrária,363 - Ensino profissional,"1.587.612,83","1.047.021,61","34.895,53","206.784,22"
mai.-22,06 - Segurança pública,421 - Custódia e reintegração social,"3.502.371,42","4.536.017,84","3.971.821,98","12.268.531,19"
mai.-22,18 - Gestão ambiental,125 - Normatização e fiscalização,"32.357.427,09","16.840.511,29","18.489.125,45","13.666.608,03"
mai.-22,08 - Assistência social,306 - Alimentação e nutrição,"-31.284.134,40","820.709,59","820.709,59","14.765.251,24"
mai.-22,05 - Defesa nacional,151 - Defesa aérea,"87.183.510,66","168.332.239,21","153.095.522,14","86.791.300,28"
mai.-22,26 - Transporte,782 - Transporte rodoviário,"1.400.122.227,36","442.755.059,93","443.014.768,25","222.121.158,57"
mai.-22,25 - Energia,572 - Desenvolvimento tecnológico e engenharia,"3.832.686,93","5.036.720,05","3.748.877,84","308.767,78"
mai.-22,19 - Ciência e Tecnologia,541 - Preservação e conservação ambiental,"199.057,00","40.043,60","40.043,60","65.867,56"
mai.-22,28 - Encargos especiais,846 - Outros encargos especiais,"9.796.545.431,15","5.329.892.928,82","5.468.167.777,34","149.692.198,26"
mai.-22,21 - Organização agrária,122 - Administração geral,"1.669.913,62","47.306.304,53","46.865.703,11","3.529.193,23"
mai.-22,05 - Defesa nacional,368 - Educação básica,"2.506.084,33","1.071.417,11","807.636,31","236.754,36"
mai.-22,04 - Administração,183 - Informação e inteligência,"7.937.288,67","7.158.571,06","7.136.486,62","2.076.289,57"
mai.-22,24 - Comunicações,722 - Telecomunicações,"111.795.556,85","45.454.894,10","46.245.422,65","5.826.488,82"
mai.-22,07 - Relações exteriores,301 - Atenção básica,"55.229.923,02","48.571.846,06","48.463.919,58",0
mai.-22,18 - Gestão ambiental,301 - Atenção básica,"252.365,07","3.980.939,77","4.021.868,36",0
mai.-22,14 - Direitos da cidadania,125 - Normatização e fiscalização,"12.706.487,61","7.127.336,66","7.806.868,62","1.520.810,54"
mai.-22,22 - Indústria,125 - Normatização e fiscalização,"28.737.452,31","25.788.231,50","25.788.133,69","400.629,62"
mai.-22,11 - Trabalho,122 - Administração geral,"10.987.079,96","174.064.898,46","171.419.724,85","231.906,38"
mai.-22,07 - Relações exteriores,331 - Proteção e benefícios ao trabalhador,"9.349.125,44","8.513.274,97","7.478.355,39",0
mai.-22,23 - Comércio e serviços,693 - Comércio exterior,"1.247.122,00","169.761.413,95","169.755.722,32",0
mai.-22,13 - Cultura,"391 - Patrimônio histórico, artístico e arqueológico","3.471.527,47","2.124.018,97","8.084.092,96","2.924.429,82"
mai.-22,20 - Agricultura,573 - Difusão do conhecimento científico e tecnológico,"1.523.418,20","3.132.030,48","2.937.139,28","1.531.302,12"
mai.-22,14 - Direitos da cidadania,"422 - Direitos individuais, coletivos e difusos","64.598.838,53","9.419.790,32","8.283.176,61","17.295.131,79"
mai.-22,15 - Urbanismo,453 - Transportes coletivos urbanos,"109.950.344,05","26.965.164,67","29.501.902,15","20.564.821,34"
mai.-22,08 - Assistência social,244 - Assistência comunitária,"506.537.648,48","7.782.563.087,04","7.751.368.143,22","129.188.215,86"
mai.-22,19 - Ciência e Tecnologia,572 - Desenvolvimento tecnológico e engenharia,"145.194.816,69","146.731.601,22","141.337.959,44","11.790.229,75"
mai.-22,05 - Defesa nacional,331 - Proteção e benefícios ao trabalhador,"60.846.624,73","34.215.237,62","33.524.916,89","29.084.389,45"
mai.-22,23 - Comércio e serviços,695 - Turismo,"53.713.610,17","1.491.309,79","1.490.444,32","26.171.634,24"
mai.-22,09 - Previdência social,122 - Administração geral,"141.717.665,02","266.539.465,44","296.449.380,04","5.904.937,88"
mai.-22,10 - Saúde,571 - Desenvolvimento científico,"103.107.735,58","39.594.739,46","32.778.094,55","15.713.157,22"
mai.-22,15 - Urbanismo,451 - infra-estrutura urbana,"280.104.647,58","7.833.176,88","6.816.769,64","162.352.131,80"
mai.-22,09 - Previdência social,271 - Previdência básica,"69.693.117.724,17","52.907.068.942,93","87.738.878.081,98","607.193,45"
mai.-22,12 - Educação,122 - Administração geral,"128.733.189,50","84.611.365,77","85.849.449,76","18.847.466,94"
mai.-22,15 - Urbanismo,244 - Assistência comunitária,"123.598.104,45","3.406.224,50","163.382,07","169.406.077,19"
mai.-22,10 - Saúde,304 - Vigilância sanitária ,"9.930.373,35","26.150.065,27","23.397.283,86","242.080,97"
mai.-22,19 - Ciência e Tecnologia,573 - Difusão do conhecimento científico e tecnológico,"1.237.182,04","675.358,21","678.121,54","1.518.309,11"
mai.-22,07 - Relações exteriores,211 - Relações diplomáticas,"150.926.497,54","103.010.590,59","103.193.507,14","1.455.086,59"
mai.-22,26 - Transporte,125 - Normatização e fiscalização,"17.321.934,11","10.034.576,65","9.896.240,80","859.435,85"
mai.-22,10 - Saúde,512 - Saneamento básico urbano,"6.672.489,72","5.856.673,53","5.860.115,67","16.961.729,20"
mai.-22,18 - Gestão ambiental,544 - Recursos hídricos,"251.263.776,44","78.829.201,41","75.482.369,64","78.335.638,27"
mai.-22,14 - Direitos da cidadania,423 - Assistência aos povos indígenas,"5.880.881,79","1.185.276,09","1.165.115,42","4.230.201,24"
mai.-22,20 - Agricultura,605 - Abastecimento,"700.024.340,98","433.686.617,20","434.479.228,84","8.049.825,57"
mai.-22,26 - Transporte,122 - Administração geral,"287.789.771,42","148.800.607,05","160.990.427,01","7.602.534,80"
mai.-22,05 - Defesa nacional,333 - Empregabilidade,"989.358,21","103.387,73","37.348,36","200.532,14"
mai.-22,20 - Agricultura,607 - Irrigação,"8.319.884,59","8.400.558,97","16.987.978,24","11.887.213,17"
mai.-22,05 - Defesa nacional,128 - Formação de recursos humanos,"24.644.929,82","8.243.343,12","6.569.963,09","4.284.884,64"
mai.-22,18 - Gestão ambiental,542 - Controle ambiental,"5.001.797,77","2.377.814,09","2.618.643,58","15.965.902,78"
mai.-22,21 - Organização agrária,631 - Reforma agrária,"109.581.731,52","37.926.457,48","37.892.464,93","38.162.291,54"
mai.-22,12 - Educação,306 - Alimentação e nutrição,"545.125.148,15","363.304.078,41","363.397.231,87","2.768.419,81"
mai.-22,04 - Administração,125 - Normatização e fiscalização,"13.594.957,59","11.769.027,05","12.349.207,88","3.026.392,12"
mai.-22,20 - Agricultura,125 - Normatização e fiscalização,"57.252.496,72","8.831.238,82","8.093.797,85","3.787.705,22"
mai.-22,25 - Energia,121 - Planejamento e orçamento,"209.443,78","205.141,92","192.379,10","60.000,00"
mai.-22,10 - Saúde,128 - Formação de recursos humanos,"41.888.467,53","135.740.603,10","131.875.514,99","24.056.188,56"
mai.-22,05 - Defesa nacional,482 - Habitação urbana,"30.038.990,56","4.736.816,07","4.383.355,53","12.564.775,28"
mai.-22,19 - Ciência e Tecnologia,301 - Atenção básica,"1.584.550,08","10.079.900,69","10.012.528,64","662.856,85"
mai.-22,05 - Defesa nacional,302 - Assistência hospitalar e ambulatorial,"11.354.444,71","3.518.426,89","3.219.489,63","1.522.317,88"
mai.-22,15 - Urbanismo,122 - Administração geral,"59.122.156,31","57.708.454,46","59.193.646,16","140.446,09"
mai.-22,27 - Desporto e lazer,812 - Desporto comunitário,"37.310.861,06",0,0,"49.443.543,21"
mai.-22,10 - Saúde,301 - Atenção básica,"2.859.599.326,89","2.103.180.258,60","2.120.727.604,75","159.759.435,49"
mai.-22,07 - Relações exteriores,392 - Difusão cultural,"3.578.796,92","3.553.868,25","3.483.994,42","437.711,21"
mai.-22,25 - Energia,122 - Administração geral,"39.587.690,25","54.657.406,70","60.357.624,57","693.371,09"
mai.-22,13 - Cultura,392 - Difusão cultural,"25.842.990,52","9.212.834,98","11.007.768,67","9.190.524,37"
mai.-22,04 - Administração,122 - Administração geral,"564.078.212,38","1.476.631.446,38","1.494.500.792,16","169.558.018,36"
mai.-22,04 - Administração,121 - Planejamento e orçamento,"1.851.274.242,99","16.769.040,65","20.192.127,00","4.986.574,59"
mai.-22,22 - Indústria,126 - Tecnologia da informação,"1.527.725,07","1.200.033,02","684.243,04","997.526,09"
mai.-22,18 - Gestão ambiental,541 - Preservação e conservação ambiental,"8.689.282,14","10.290.570,22","6.743.788,90","2.711.023,77"
mai.-22,12 - Educação,368 - Educação básica,"133.895.268,75","131.820.170,81","119.402.637,78","139.107.948,66"
mai.-22,10 - Saúde,423 - Assistência aos povos indígenas,"55.315.099,01","189.405.796,27","187.096.193,74","3.322.633,42"
mai.-22,22 - Indústria,663 - Mineração,"2.738.455,46","1.864.395,05","1.540.660,39","735.713,14"
mai.-22,06 - Segurança pública,122 - Administração geral,"207.113.777,51","563.860.715,83","569.662.246,36","12.743.912,92"
mai.-22,09 - Previdência social,272 - Previdência do regime estatutário,"1.337.401.602,77","7.476.587.518,25","7.585.654.614,27","35.770,21"
mai.-22,22 - Indústria,127 - Ordenamento territorial,"1.249.276,39","661.046,09","749.468,41","290.509,61"
mai.-22,06 - Segurança pública,182 - Defesa civil,"139.120.507,52","66.414.143,07","83.416.208,82","20.919.604,35"
mai.-22,12 - Educação,363 - Ensino profissional,"696.745.184,10","966.117.182,07","960.541.524,55","125.213.896,13"
mai.-22,12 - Educação,128 - Formação de recursos humanos,"6.909.370,30","1.763.204,86","1.938.922,35","2.338.495,60"
mai.-22,05 - Defesa nacional,122 - Administração geral,"1.469.711.965,29","4.899.145.555,72","4.920.053.408,32","51.624.492,79"
mai.-22,18 - Gestão ambiental,122 - Administração geral,"60.099.557,28","91.137.214,14","94.079.382,45","3.161.981,73"
mai.-22,05 - Defesa nacional,301 - Atenção básica,"471.286.711,63","580.331.079,45","523.972.523,97","98.786.318,00"
mai.-22,05 - Defesa nacional,812 - Desporto comunitário,"217.517,68","22.391,07","1.771,07","502.383,10"
mai.-22,04 - Administração,301 - Atenção básica,"32.243.622,05","72.986.382,81","78.103.186,16","1.920.777,84"
mai.-22,20 - Agricultura,572 - Desenvolvimento tecnológico e engenharia,"38.167.098,69","11.344.047,03","9.424.448,14","13.037.340,69"
mai.-22,06 - Segurança pública,181 - Policiamento,"120.221.858,72","98.185.193,49","104.996.482,71","61.471.326,72"
mai.-22,13 - Cultura,122 - Administração geral,"49.162.607,73","33.735.110,43","35.503.145,50","3.515.286,02"
mai.-22,20 - Agricultura,608 - Promoção da produção agropecuária,"511.492.513,86","287.552.057,94","286.955.950,31","170.684.864,48"
mai.-22,05 - Defesa nacional,125 - Normatização e fiscalização,"29.259.058,45","5.268.314,69","5.478.521,16","1.815.534,27"
mai.-22,05 - Defesa nacional,152 - Defesa naval,"746.480.497,86","70.543.936,60","85.624.637,87","38.659.235,24"
mai.-22,28 - Encargos especiais,845 - Outras transferências,"31.013.516.126,18","29.630.128.928,67","29.637.906.126,13","39.241.730,63"
mai.-22,22 - Indústria,544 - Recursos hídricos,"517.794,99","394.325,64","311.226,05","66.242,90"
mai.-22,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"5.405.616.744,60","4.894.175.463,38","4.872.250.338,44","226.527.990,03"
mai.-22,12 - Educação,302 - Assistência hospitalar e ambulatorial,"233.423.346,69","793.841.159,67","808.024.290,14","39.883.091,43"
mai.-22,12 - Educação,301 - Atenção básica,"37.499.450,78","241.217.999,05","239.859.713,33","180.702,00"
mai.-22,05 - Defesa nacional,363 - Ensino profissional,"26.442.850,54","3.889.485,43","4.015.001,45","1.057.360,33"
mai.-22,05 - Defesa nacional,153 - Defesa terrestre,"401.807.323,17","89.646.399,76","20.546.225,13","131.101.555,08"
mai.-22,10 - Saúde,122 - Administração geral,"61.599.588,93","593.143.510,09","601.512.676,04","13.217.378,91"
mai.-22,20 - Agricultura,122 - Administração geral,"196.724.488,06","401.185.871,21","417.728.399,22","4.754.775,32"
mai.-22,12 - Educação,364 - Ensino superior,"1.590.988.536,06","2.629.957.077,55","2.603.729.232,22","211.859.356,15"
jun.-22,15 - Urbanismo,127 - Ordenamento territorial,"17.345,00",0,0,0
jun.-22,05 - Defesa nacional,303 - Suporte profilático e terapêutico,0,0,"903,84",0
jun.-22,12 - Educação,366 - Educação de jovens e adultos,0,0,0,"976.284,95"
jun.-22,05 - Defesa nacional,131 - Comunicação social,0,"2.410,71","2.410,71",0
jun.-22,10 - Saúde,"422 - Direitos individuais, coletivos e difusos",0,0,"85.372,05",0
jun.-22,26 - Transporte,661 - Promoção industrial,0,"22.658.379,53","22.658.379,53",0
jun.-22,20 - Agricultura,846 - Outros encargos especiais,0,"107.239,82","107.239,82",0
jun.-22,06 - Segurança pública,482 - Habitação urbana,"660.900,00","484.900,00","484.900,00",0
jun.-22,04 - Administração,131 - Comunicação social,0,0,0,"1.135,79"
jun.-22,04 - Administração,129 - Administração de receitas,0,0,0,"2.197,80"
jun.-22,23 - Comércio e serviços,846 - Outros encargos especiais,0,"2.596,58","2.596,58",0
jun.-22,08 - Assistência social,122 - Administração geral,"50.000,00","27.478,85","25.534,98",0
jun.-22,11 - Trabalho,126 - Tecnologia da informação,"2.000.000,00","117.216,03","95,88",0
jun.-22,14 - Direitos da cidadania,421 - Custódia e reintegração social,0,0,0,0
jun.-22,25 - Energia,130 - Administração de concessões,0,"547,52","547,52",0
jun.-22,11 - Trabalho,128 - Formação de recursos humanos,0,"1.048,50","614,44",0
jun.-22,11 - Trabalho,571 - Desenvolvimento científico,"3.799,00",0,0,0
jun.-22,12 - Educação,123 - Administração financeira,"-163.347.295,00","19.040.305,52","19.040.305,52",0
jun.-22,03 - Essencial à justiça,062 - Defesa do interesse público no processo judiciário,0,"512,87","512,87",0
jun.-22,10 - Saúde,306 - Alimentação e nutrição,0,0,0,"228.147,50"
jun.-22,22 - Indústria,211 - Relações diplomáticas,0,"29.097,00","29.097,00",0
jun.-22,25 - Energia,665 - Normalização e qualidade,0,"8.656,18","4.441,91",0
jun.-22,11 - Trabalho,334 - Fomento ao trabalho,0,0,0,"14.045,02"
jun.-22,21 - Organização agrária,606 - Extensão rural,0,0,0,"800.000,00"
jun.-22,28 - Encargos especiais,844 - Serviço da dívida externa,"2.015.074,29","2.015.074,29","2.015.074,29",0
jun.-22,02 - Judiciária,122 - Administração geral,"25.865,72",0,0,"90.664,20"
jun.-22,12 - Educação,571 - Desenvolvimento científico,"133.648.008,00",0,0,"61.150,78"
jun.-22,19 - Ciência e Tecnologia,331 - Proteção e benefícios ao trabalhador,0,0,0,0
jun.-22,04 - Administração,573 - Difusão do conhecimento científico e tecnológico,0,0,"21.932,52","12.913,25"
jun.-22,01 - Legislativa,032 - Controle externo,0,"2.120,76","2.120,76",0
jun.-22,05 - Defesa nacional,846 - Outros encargos especiais,"10.109,76","18.605,96","18.605,96",0
jun.-22,22 - Indústria,333 - Empregabilidade,0,0,0,"251.750,00"
jun.-22,18 - Gestão ambiental,846 - Outros encargos especiais,0,"15.632,12","15.632,12",0
jun.-22,22 - Indústria,846 - Outros encargos especiais,0,0,"12.954,52",0
jun.-22,10 - Saúde,846 - Outros encargos especiais,0,"4.359,46","4.385,94",0
jun.-22,20 - Agricultura,127 - Ordenamento territorial,0,0,0,"14.806,00"
jun.-22,11 - Trabalho,846 - Outros encargos especiais,0,"690,68","4.528,17",0
jun.-22,20 - Agricultura,606 - Extensão rural,0,"-227,75","5.865,75","862.885,24"
jun.-22,08 - Assistência social,306 - Alimentação e nutrição,"368.224,33",0,0,"5.180.734,23"
jun.-22,06 - Segurança pública,846 - Outros encargos especiais,0,"10.542,12","10.542,12",0
jun.-22,28 - Encargos especiais,694 - Serviços financeiros,0,0,0,0
jun.-22,05 - Defesa nacional,121 - Planejamento e orçamento,0,"13.397,68","1.828,03","142.698,92"
jun.-22,13 - Cultura,846 - Outros encargos especiais,0,"3.201,78","3.201,78",0
jun.-22,20 - Agricultura,363 - Ensino profissional,"126.000,00",0,0,0
jun.-22,18 - Gestão ambiental,512 - Saneamento básico urbano,0,"1.743,46","69.279,91",0
jun.-22,16 - Habitação,482 - Habitação urbana,0,0,"305.180,29","7.655,59"
jun.-22,25 - Energia,752 - Energia elétrica,0,"56.205,03","16.019,64",0
jun.-22,20 - Agricultura,691 - Promoção comercial ,"293.022,32","506.562,41","572.315,85",0
jun.-22,18 - Gestão ambiental,695 - Turismo,0,"3.179,38","7.708,90",0
jun.-22,10 - Saúde,131 - Comunicação social,0,"268.329,38","295.852,26","2.475.540,28"
jun.-22,16 - Habitação,451 - infra-estrutura urbana,0,0,0,0
jun.-22,09 - Previdência social,126 - Tecnologia da informação,"20.000,00","714,4","514.345,24",0
jun.-22,10 - Saúde,121 - Planejamento e orçamento,0,"1.966,22","2.969,34","3.024,00"
jun.-22,13 - Cultura,128 - Formação de recursos humanos,"4.608,00",0,"13.989,61",0
jun.-22,19 - Ciência e Tecnologia,212 - Cooperação internacional,"305,23",0,0,0
jun.-22,25 - Energia,751 - Conservação de energia,"503.911,84","249.153,66","145.898,28",0
jun.-22,24 - Comunicações,"422 - Direitos individuais, coletivos e difusos","63.362,98",0,0,0
jun.-22,05 - Defesa nacional,781 - Transporte aéreo,0,0,"1.992.650,00","161.459,27"
jun.-22,20 - Agricultura,545 - Meteorologia,"-693.793,44","12.600,80","15.538,00","34.396,57"
jun.-22,21 - Organização agrária,244 - Assistência comunitária,"468.040.642,00",0,0,0
jun.-22,22 - Indústria,128 - Formação de recursos humanos,"4.476,77","943,52",0,0
jun.-22,11 - Trabalho,301 - Atenção básica,0,0,"6.662.500,45",0
jun.-22,12 - Educação,846 - Outros encargos especiais,"12.555,50","62.979,42","50.315,96",0
jun.-22,26 - Transporte,126 - Tecnologia da informação,"392.167,47","233.481,51","222.073,71","642.095,89"
jun.-22,05 - Defesa nacional,302 - Assistência hospitalar e ambulatorial,"2.670,00","47.736,34","1.263.578,13","16.560,00"
jun.-22,28 - Encargos especiais,843 - Serviço da dívida interna,0,"263.385.757,63","261.883.896,40",0
jun.-22,15 - Urbanismo,301 - Atenção básica,"21.631,89",0,"2.444.676,62",0
jun.-22,09 - Previdência social,092 - Representação judicial e extrajudicial,0,"502.749,83","553.306,49",0
jun.-22,18 - Gestão ambiental,573 - Difusão do conhecimento científico e tecnológico,"170.438,51","23.225,58","16.142,31",0
jun.-22,05 - Defesa nacional,573 - Difusão do conhecimento científico e tecnológico,"11.398,00",0,"642,2",0
jun.-22,25 - Energia,663 - Mineração,0,"21.935,20","18.839,41","27.297,02"
jun.-22,06 - Segurança pública,"422 - Direitos individuais, coletivos e difusos","1.627.894,71",0,0,"825.288,33"
jun.-22,02 - Judiciária,061 - Ação judiciária,"25.453,28","26.501,94","-1.010,27","1.092,00"
